,appropriate_for,director,downloads,industry,posted_date,release_date,run_time,storyline,title,views,writer,is_good
13211,R,David Robert Mitchell,15782.0,Hollywood / English,"07 May, 2015",Mar 27 2015,100.0,"For nineteen-year-old Jay, Autumn should be about school, boys and week-ends out at the lake. But after a seemingly innocent sexual encounter, she finds herself plagued by strange visions and the inescapable sense that someone, something, is following her. Faced with this burden, Jay and her friends must find a way to escape the horrors that seem to be only a few steps behind.",It Follows,58917.0,David Robert Mitchell,0
12575,PG,"Pete Docter, Ronaldo Del Carmen",34803.0,Anime / Kids,"23 Jun, 2015",Jun 19 2015,95.0,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",Inside Out,96878.0,"Pete Docter, Ronaldo Del Carmen, Meg LeFauve",1
1877,PG-13,Richard Linklater,308.0,Anime / Kids,"02 Apr, 2022",Apr 01 2022,97.0,"A coming-of-age story set in the suburbs of Houston, Texas in the summer of 1969, centered around the historic Apollo 11 moon landing.

The story of the first moon landing in the summer of 1969 from two interwoven perspectives. It both captures the astronaut and mission control view of the triumphant moment, and the lesser-seen bottom up perspective of what it was like from an excited kid's perspective, living near NASA but mostly watching it on TV like hundreds of millions of others. It's ultimately both an exacting re-creation of this special moment in history and a kid's fantasy about being plucked from his average life in suburbia to secretly train for a covert mission to the moon.",Apollo 10½: A Space Age Childhood,4588.0,Richard Linklater,1
3311,TV-MA,Matt Thompson,2724.0,Anime / Kids,"01 Jul, 2021",Jun 30 2021,98.0,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,America: The Motion Picture,25270.0,Dave Callaham,0
16136,PG-13,Justin Lin,284293.0,Hollywood / English,"01 Jun, 2013",May 31 2013,130.0,"Since Dom (Diesel) and Brian's (Walker) Rio heist toppled a kingpin's empire and left their crew with $100 million, our heroes have scattered across the globe. But their inability to return home and living forever on the lam have left their lives incomplete. Meanwhile, Hobbs (Johnson) has been tracking an organization of lethally skilled mercenary drivers across 12 countries, whose mastermind (Evans) is aided by a ruthless second-in-command revealed to be the love Dom thought was dead, Letty (Rodriguez). The only way to stop the criminal outfit is to outmatch them at street level, so Hobbs asks Dom to assemble his elite team in London. Payment? Full pardons for all of them so they can return home and make their families whole again.",Fast & Furious 6,646146.0,"Chris Morgan, Gary Scott Thompson",1
19488,Not Rated,Jugal Hansraj,14654.0,Bollywood / Indian,"08 Jan, 2010",Jan 08 2010,140.0,"A geeky U.S. student, Abhay Sharma, falls for a suave hottie, Alisha, and even rescues her from drowning. When he attempts to visit her while she is recuperating, he is not permitted to do so by her snobby friends, and he returns home to Mumbai where he lives with his dad. Seven years later, the couple are fated to meet again in Singapore - this time Alisha is a single parent, with a cute and precocious daughter, Tanya; while a dejected and frustrated Abhay is forced to assume the position of Tanya's nanny.",Pyaar Impossible!,38285.0,Uday Chopra,0
5611,R,Liz Garbus,7391.0,Hollywood / English,"14 Mar, 2020",Mar 13 2020,95.0,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",Lost Girls,34724.0,"Robert Kolker, Michael Werwie",0
17694,R,Anthony DiBlasi,6204.0,Hollywood / English,"28 Apr, 2012",Apr 27 2012,100.0,"Devastated by the death of her younger sister, Lily Morel seeks solace at the spiritualist community of Cassadaga. But instead of finding closure, she contacts something else - the vengeful ghost of a murdered young woman. With her life crumbling all-around her, Lily races to unravel the mysterious circumstances surrounding the woman's death - a task that will bring her face-to-face with a sadistic serial killer known only as ""Geppetto"".",Cassadaga,17605.0,"Bruce Wood, Bruce Wood",0
14814,TV-G,Peter DeLuise,3400.0,Hollywood / English,"17 Jul, 2014",Jun 23 2014,102.0,"Centers on sixteen year-old Zoey Stevens a skilled dancer and straight-A student who is having a hard time adjusting to a new high school, a new and klutzy dance squad, a new step-dad, three new rowdy step-brothers and an unruly dog. But things change when a dog training app on her smart phone begins to somehow control all the boys around her.",Zapped,19011.0,"Leslie Margolis, Billy Eddy, Matt Eddy",0
20512,G,"Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman",6167.0,Anime / Kids,"01 Jan, 1970",Jan 25 1961,79.0,"Pongo and Perdita have a litter of 15 puppies. Cruella De Vil takes a fancy to the pups, and wants to get hold of them, as well as  pups, to make herself a lovely dalmatian skin coat... Cruella hires some thugs to kidnap the pups and hold them at her mansion. Will Pongo and Perdita find them in time ?",One Hundred and One Dalmatians,14431.0,"Bill Peet, Dodie Smith",1
16084,PG-13,Dito Montiel,10642.0,Hollywood / English,"24 Sep, 2013",Apr 23 2009,105.0,"Shawn MacArthur, the kind-hearted son of an Alabama wrestling coach, makes a grim living selling fake products on the streets in New York. After dealing with thieving punks, he's discovered by bare-knuckle/street-fight manager, Harvey Boarden. He soon proves himself worthy and starts earning a small fortune, part of which he volunteers to spend on single mother Zulay Velez. Shawn doesn't cheat and that seems to be a major problem, notably after the arrival of his Alabama high-school rival.",Fighting,26876.0,"Robert Munic, Dito Montiel",0
14893,R,Michele Soavi,2263.0,Hollywood / English,"27 Jun, 2014",Mar 25 1994,105.0,A cemetery man must kill the dead a second time when they become zombies.,Cemetery Man,12380.0,"Gianni Romoli, Tiziano Sclavi",1
3789,TV-MA,Phil Sheerin,615.0,Hollywood / English,"12 Mar, 2021",Mar 09 2021,92.0,"When Holly's dark secret is accidentally uncovered by her new emotionally unstable neighbor Tom, they are pulled into a violent confrontation with her father, who will do anything to keep the secret hidden.",The Winter Lake,8202.0,David Turpin,0
5624,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3178.0,"William Monahan, John Banville, Raymond Chandler",0
15155,R,Philipp Stölzl,5432.0,Hollywood / English,"27 Apr, 2014",Dec 24 2013,155.0,"In Persia in the 11th Century, a surgeon's apprentice disguises himself 
as a Jew to study at a school that does not admit Christians.",The Physician,19237.0,"Noah Gordon, Jan Berger, Philipp Stölzl",1
10655,R,André Øvredal,10351.0,Hollywood / English,"22 Dec, 2016",Dec 23 2016,86.0,"Cox and Hirsch play father and son coroners who receive a mysterious homicide victim with no apparent cause of death. As they attempt to identify the beautiful young ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",The Autopsy of Jane Doe,40547.0,"Ian Goldberg, Richard Naing",0
17377,R,Elegance Bratton,472.0,Hollywood / English,"17 Feb, 2023",Dec 02 2022,95.0,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,6047.0,Elegance Bratton,1
11531,Approved,Cecil B. DeMille,29976.0,Hollywood / English,"20 Jun, 2016",Jan 01 1970,134.0,"Though his people, the Israelites, are enslaved by the Philistines, Samson, strongest man of the tribe of Dan, falls in love with the Philistine Semadar, whom he wins by virtue of a contest of strength. But Semadar betrays him, and Samson engages in a fight with her real love, Ahtur, and his soldiers. Semadar is killed, and her sister Delilah, who had loved Samson in silence, now vows vengeance against him. She plans to seduce Samson into revealing the secret of his strength and then to betray him to the Philistine leader, the Saran.",Samson and Delilah,132533.0,"Jesse Lasky Jr., Fredric M. Frank, Harold Lamb",0
17077,R,Seth MacFarlane,40632.0,Hollywood / English,"28 Jan, 2013",Jun 29 2012,106.0,"John makes a Christmas miracle happen by bringing his one and only friend to life, his teddy bear. The two grow up together and John must then choose to stay with his girlfriend or keep his friendship with his crude and extremely inappropriate teddy bear, Ted.",Ted,95799.0,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",0
9551,R,Malcolm D. Lee,8229.0,Hollywood / English,"21 Aug, 2017",Jul 21 2017,122.0,"When four lifelong friends travel to New Orleans for the annual Essence 
Festival, sisterhoods are rekindled, wild sides are rediscovered, and 
there's enough dancing, drinking, brawling, and romancing to make the 
Big Easy blush.",Girls Trip,62686.0,"Erica Rivinoja, Kenya Barris, Tracy Oliver",0
15931,PG,Doug Dearth,1109.0,Hollywood / English,"07 Nov, 2013",Apr 06 2013,100.0,"Set in rural Ohio, the birthplace of football, UNDERDOGS is the story of a small-town high school football team destined to play their cross-town rival, a perennial powerhouse, while standing up for an entire community. Bobby Burkett is the promising quarterback for the Knights, but his Division Four school has never made a playoff appearance until Coach Vince DeAntonio's arrival. Their gruff new coach recruits a talented but insecure receiver and gives a juvenile delinquent offensive lineman a second chance. When Bobby falls for rival cheerleader Renee Donohue, a battle for  than a championship begins with the Viking's ""golden boy"" quarterback John Hanford III. Meanwhile, Bobby's father is being sued by his former employer and town patriarch John Hanford II over the intellectual rights to a revolutionary new energy saving product. With their home at stake, things look grim for the Burketts... until rumors of Hanford Corp's move to Mexico surface. Now with hundreds of ...",Underdogs,10278.0,"David Latham, Benjamin Suarez",0
5502,R,Benjamin Kasulke,1282.0,Hollywood / English,"07 Apr, 2020",Sep 22 2018,88.0,"Over the course of a summer, two teenage girls develop the perfect kindred spirit friendship, with one big problem: one of them is dating the other's ex.",Banana Split,13037.0,"Hannah Marks, Joey Power",0
8097,PG-13,Michael Mayer,402.0,Hollywood / English,"27 Sep, 2018",Jan 01 1970,98.0,"In the early 20th century, an aging actress and her lover visit the estate of her elderly brother.",The Seagull,5814.0,"Anton Chekhov, Stephen Karam",0
18286,R,Marcus Nispel,28627.0,Hollywood / English,"01 Sep, 2011",Aug 31 2011,113.0,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",Conan the Barbarian,94481.0,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood",0
